Timestep,TTC,x0,y0,A,B,C,distance,actual_velocity_y,desired_velocity_y,unclipped_velocity_y
162,39.67548109874405,2.9922001057634646,-4.292636873225974,-0.07541685753769435,0.10819369430058051,0.050408966561045966,1.754168707178533,-2.933391,-0.09123970604994275,-0.09123970604994275
163,39.56957988205313,-8.732046386795359,-9.548077033240313,0.22067574163848525,0.24129841817124942,0.1010877550866849,1.6970311359032988,-2.8568711,-0.08868904516288884,-0.08868904516288884
164,50.681208175421474,-43.22570736727034,-28.443179167824436,0.8528941776142034,0.5612174648515648,0.03946235837704293,1.6438728731587529,-2.6579142,-0.08205713764729186,-0.08205713764729186
165,43.892129325538974,-31.63900036281267,-16.18409426994294,0.7208353946137508,0.36872429108892874,0.045566255971917144,1.5929953029841184,-2.5438848,-0.07825615651035354,-0.07825615651035354
166,11.037532283084621,18.105504438091995,-14.580227067689938,-1.6403580051891917,1.3209680111227953,0.3623998460353435,1.5424792023837566,-2.5257993,-0.07765330894764837,-0.07765330894764837
167,8.056525632631233,12.023326636328193,-8.88217003680542,-1.4923711764324663,1.1024814469440885,0.49649193491036087,1.4943997908845543,-2.4039629,-0.07359209518433357,-0.07359209518433357
168,43.88235679603449,-15.341243640751093,-14.548572901055454,0.34959935520458263,0.33153581446587577,0.04557640350303003,1.446763688930869,-2.3817945,-0.0728531497617515,-0.0728531497617515
169,49.46203107585722,-34.52548836505676,-23.30844131373551,0.6980200289815616,0.4712390657389023,0.0404350560722569,1.400667878100276,-2.3048038,-0.07028679242785248,-0.07028679242785248
170,46.15948439959019,-24.998009463764447,-14.410939694046744,0.5415573806536362,0.3121988878665787,0.0433280402936597,1.3553606646597385,-2.2653518,-0.0689717321951828,-0.0689717321951828
171,9.415580113173577,3.2494558914420733,-8.239001722735216,-0.34511478341049606,0.8750392035014198,0.4248277803301252,1.3104168998539447,-2.2471912,-0.0683663817564258,-0.0683663817564258
172,7.978875501315967,0.07487812792531791,-6.365177472812739,-0.009384546470610822,0.7977537024813737,0.5013237766826008,1.2692768892735242,-2.0570118,-0.062027060636940176,-0.062027060636940176
173,43.060337452474855,-13.580822817092574,-12.94673386787092,0.31539053385453736,0.3006649421212749,0.046446454401509844,1.227717667119205,-2.0779562,-0.06272521215102451,-0.06272521215102451
174,59.45748999590315,-35.54715114788567,-33.68677181850194,0.5978582538606154,0.5665690196613259,0.03363747780368474,1.1851055847942829,-2.130614,-0.06448046851512086,-0.06448046851512086
175,45.68531481164179,-20.27860965489309,-17.151153545766196,0.443875887437807,0.3754194015402876,0.04377774364138449,1.1422779012933373,-2.141373,-0.06483910561234141,-0.06483910561234141
176,4.007214434572604,2.8614723584049675,-9.172273965151325,-0.7140801684375452,2.2889401390693505,0.9981996385044032,1.1002943452909588,-2.0991912,-0.06343304204263901,-0.06343304204263901
177,4.733738168899482,1.7774932266851722,-8.04058576176586,-0.3754946224874138,1.6985700253960534,0.8449981509919329,1.0587093953505158,-2.0792544,-0.06276848454989267,-0.06276848454989267
178,40.487484692889076,-14.939618721084441,-17.956128557897674,0.3689935009400158,0.44349824875763044,0.049397981009950596,1.0175316662058234,-2.0588853,-0.062089510129263586,-0.062089510129263586
179,59.32938270949328,-35.518921381164034,-35.50020695950852,0.5986733682209819,0.5983579356174245,0.033710109707242586,0.9751698768228292,-2.1180894,-0.0640629804559908,-0.0640629804559908
180,46.750750092524406,-23.776381936879307,-16.445934139355913,0.5085775498751031,0.3517790432625737,0.04278006226727486,0.9327371905088424,-2.1216369,-0.06418123359457766,-0.06418123359457766
181,7.557038072241051,4.838991866919917,-14.787364126115232,-0.6403291634449721,1.956767186397146,0.5293079063202065,0.890527555951476,-2.1104856,-0.06380952518639113,-0.06380952518639113
182,12.67689847003954,19.784334216940874,-20.064118647016716,-1.5606604615236905,1.5827308780957787,0.31553459305945863,0.8477542384058236,-2.1386738,-0.06474912978013585,-0.06474912978013585
183,35.318453177046564,-14.11075987090261,-21.517696761404082,0.39952938482801914,0.6092479943427539,0.08494143231475658,0.8059099151283502,-2.0922225,-0.06320075292505019,-0.06320075292505019
